Test,District ID,School ID,District Name,School Name,School Year,Number of Students Tested,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
Mathematics,207,61,Regional School District 07,Northwestern Regional High School,2009-10,182,272.6,71.4,91.2,2.2,6.6,19.8,42.3,29.1,97.3,0,1.1,0,0,98.4,1.6
Mathematics,207,93,Regional School District 07,Step,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,208,61,Regional School District 08,RHAM High School,2009-10,298,276.1,72.5,92.6,2.7,4.7,20.1,37.2,35.2,97.4,0.3,0.3,0,1,99,1
Mathematics,209,61,Regional School District 09,Joel Barlow High School,2009-10,235,282.4,75.7,97.4,0,2.6,21.7,34,41.7,97.1,0.4,1.2,0,0,98.8,1.2
Mathematics,210,61,Regional School District 10,Lewis S. Mills High School,2009-10,225,268.6,70.2,93.8,2.2,4,23.6,47.6,22.7,98.3,0.9,0.9,0,0,100,0
Mathematics,211,61,Regional School District 11,Parish Hill High School,2009-10,31,243,35.5,74.2,6.5,19.4,38.7,32.3,3.2,88.6,0,8.6,0,2.9,100,0
Mathematics,212,61,Regional School District 12,Shepaug Valley High School,2009-10,68,259,54.4,88.2,7.4,4.4,33.8,36.8,17.6,98.6,0,0,0,1.4,100,0
Mathematics,213,61,Regional School District 13,Coginchaug Regional High School,2009-10,134,268.6,66.4,91,0,9,24.6,42.5,23.9,97.1,0.7,2.2,0,0,100,0
Mathematics,214,61,Regional School District 14,Nonnewaug High School,2009-10,203,269.2,61.1,92.1,1,6.9,31,36.9,24.1,98.1,0.5,1,0,0,99.5,0.5
Mathematics,215,62,Regional School District 15,Pomperaug Regional High School,2009-10,316,278.5,74.1,95.9,0.9,3.2,21.8,36.1,38,95.2,0.6,1.8,0,0,97.6,2.4
Mathematics,216,60,Regional School District 16,Woodland Regional High School,2009-10,189,254.7,45.5,84.7,6.3,9,39.2,27.5,18,95.9,1,0.5,0,0,97.5,2.5
Mathematics,217,61,Regional School District 17,Haddam-Killingworth High School,2009-10,181,262.9,50.3,91.7,0,8.3,41.4,30.9,19.3,95.3,0,3.7,0,0,98.9,1.1
Mathematics,218,61,Regional School District 18,Lyme-Old Lyme High School,2009-10,94,276.7,75.5,95.7,1.1,3.2,20.2,42.6,33,95.9,0,4.1,0,0,100,0
Mathematics,219,61,Regional School District 19,E. O. Smith High School,2009-10,284,267.8,65.5,89.8,1.8,8.5,24.3,42.3,23.2,93.7,1,2.6,0.3,0.7,98.3,1.7
Mathematics,118,61,Ridgefield School District,Ridgefield High School,2009-10,440,284.5,82,98.6,0.5,0.9,16.6,40.7,41.4,99.8,0,0,0,0,99.8,0.2
Mathematics,119,61,Rocky Hill School District,Rocky Hill High School,2009-10,194,257,50,85.6,5.7,8.8,35.6,35.1,14.9,96.5,0.5,2.5,0,0.5,100,0
Mathematics,124,61,Seymour School District,Seymour High School,2009-10,139,248.5,41.7,80.6,7.2,12.2,38.8,25.2,16.5,91.4,1.3,1.3,0,2,96.1,3.9
Mathematics,126,61,Shelton School District,Shelton High School,2009-10,423,259.8,55.3,88.2,4.5,7.3,32.9,37.4,18,97.2,0.7,0,0,1.4,99.3,0.7
Mathematics,128,61,Simsbury School District,Simsbury High School,2009-10,401,285.7,82.3,97.5,1,1.5,15.2,36.2,46.1,97.6,0.5,1.2,0.2,0.5,100,0
Mathematics,129,61,Somers School District,Somers High School,2009-10,139,274.9,77,97.8,0.7,1.4,20.9,50.4,26.6,99.3,0,0.7,0,0,100,0
Mathematics,132,62,South Windsor School District,South Windsor High School,2009-10,385,272.8,66.8,92.5,2.1,5.5,25.7,34.8,31.9,98.5,0.5,0.5,0,0,99.5,0.5
Mathematics,131,62,Southington School District,Southington High School,2009-10,460,270.5,68.5,91.7,1.1,7.2,23.3,38.7,29.8,93.3,0.8,4.1,0.4,0.6,99.2,0.8
Mathematics,134,61,Stafford School District,Stafford High School,2009-10,138,262.3,58,88.4,1.4,10.1,30.4,39.1,18.8,97.2,0,0,0,2.8,100,0
Mathematics,282,60,Stamford Academy,Stamford Academy,2009-10,29,171.7,0,13.8,69,17.2,13.8,0,0,80.6,0,0,0,8.3,88.9,11.1
Mathematics,135,61,Stamford School District,Stamford High School,2009-10,342,234,29.8,62.9,17.5,19.6,33,19.9,9.9,91.7,1.3,3.2,2.7,0.3,99.2,0.8
Mathematics,135,64,Stamford School District,The Academy of Information Technology,2009-10,195,251.4,47.7,80.5,7.2,12.3,32.8,35.4,12.3,99.5,0,0,0,0,99.5,0.5
Mathematics,135,63,Stamford School District,Westhill High School,2009-10,557,239.3,32.9,66.6,14.2,19.2,33.8,20.3,12.6,90,0.6,2.4,1,0,94,6
Mathematics,137,61,Stonington School District,Stonington High School,2009-10,182,260.1,53.8,86.8,4.9,8.2,33,34.1,19.8,92.9,0.5,6.6,0,0,100,0
Mathematics,138,62,Stratford School District,Bunnell High School,2009-10,287,250.3,41.5,81.5,5.2,13.2,40.1,31.4,10.1,96.3,0.7,0.7,0.3,0.3,98.3,1.7
Mathematics,138,61,Stratford School District,Stratford High School,2009-10,254,245.3,37,78.7,8.3,13,41.7,29.5,7.5,96.9,1.1,0.8,0.4,0,99.2,0.8
Mathematics,139,61,Suffield School District,Suffield High School,2009-10,204,271.6,67.6,93.1,2,4.9,25.5,37.3,30.4,96.7,0.5,2.4,0,0,99.5,0.5
Mathematics,269,61,The Bridge Academy District,The Bridge Academy,2009-10,46,221.2,10.9,52.2,17.4,30.4,41.3,4.3,6.5,95.8,0,4.2,0,0,100,0
Mathematics,902,61,The Gilbert School,The Gilbert School,2009-10,90,245.5,41.1,75.6,5.6,18.9,34.4,32.2,8.9,95.7,0,2.1,0,0,97.9,2.1
Mathematics,140,62,Thomaston School District,Thomaston High School,2009-10,82,253,40.2,86.6,0,13.4,46.3,30.5,9.8,97.6,0,2.4,0,0,100,0
Mathematics,141,61,Thompson School District,Tourtellotte Memorial High School,2009-10,101,241.8,38.6,76.2,10.9,12.9,37.6,35.6,3,95.3,0,0.9,0,2.8,99.1,0.9
Mathematics,142,61,Tolland School District,Tolland High School,2009-10,218,270.4,67,92.2,2.8,5,25.2,38.1,28.9,98.2,0,1.8,0,0,100,0
Mathematics,143,61,Torrington School District,Torrington High School,2009-10,251,245.4,38.2,75.3,6.8,17.9,37.1,29.5,8.8,90.3,0.4,1.8,0.7,6.5,99.6,0.4
Mathematics,144,61,Trumbull School District,Trumbull High School,2009-10,519,277.3,74.8,95,0.8,4.2,20.2,43.5,31.2,96.1,0.2,2,0.2,0.2,98.7,1.3
Mathematics,347,1,Unified School District #2,Connecticut Children's Place,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,347,67,Unified School District #2,Connecticut Juvenile Training School,2009-10,22,173,0,4.5,72.7,22.7,4.5,0,0,66.7,0,21.2,0,12.1,100,0
Mathematics,347,3,Unified School District #2,Riverview Hospital,2009-10,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,146,61,Vernon School District,Rockville High School,2009-10,255,245.7,40.4,78.8,6.3,14.9,38.4,32.2,8.2,96.2,0.8,1.5,0.4,0.8,99.6,0.4
Mathematics,148,61,Wallingford School District,Lyman Hall High School,2009-10,288,255.9,49.7,85.4,3.1,11.5,35.8,34.7,14.9,97.3,1.4,0.7,0.3,0.3,100,0
Mathematics,148,62,Wallingford School District,Mark T. Sheehan High School,2009-10,247,258.9,55.1,89.1,3.2,7.7,34,40.1,15,96.9,0.8,0,0,2,99.6,0.4
Mathematics,151,62,Waterbury School District,Crosby High School,2009-10,308,203.3,6.8,33.1,40.6,26.3,26.3,5.8,1,91.4,1.8,2.4,0.3,2.7,98.5,1.5
Mathematics,151,64,Waterbury School District,John F. Kennedy High School,2009-10,310,218.5,14.8,46.5,21.9,31.6,31.6,11.6,3.2,90.6,1.5,5.6,0.6,0.9,99.1,0.9
Mathematics,151,60,Waterbury School District,Waterbury Arts Magnet School (High),2009-10,111,235.4,23.4,70.3,11.7,18,46.8,18.9,4.5,93.3,0,5.9,0,0,99.2,0.8
Mathematics,151,63,Waterbury School District,Wilby High School,2009-10,242,207.6,7.4,36.8,33.9,29.3,29.3,6.6,0.8,83.2,4.8,7.9,1.4,1,98.3,1.7
Mathematics,152,61,Waterford School District,Waterford High School,2009-10,237,257.8,50.6,84.4,6.8,8.9,33.8,32.1,18.6,97.5,1.6,0,0.8,0,100,0
Mathematics,153,61,Watertown School District,Watertown High School,2009-10,223,245.4,40.8,77.6,12.1,10.3,36.8,30,10.8,91.8,0.8,0.8,0,3.3,96.7,3.3
Mathematics,155,61,West Hartford School District,Conard High School,2009-10,321,262.8,55.1,90.3,2.8,6.9,35.2,33.6,21.5,94.7,0,4.4,0.3,0.3,99.7,0.3
Mathematics,155,62,West Hartford School District,Hall High School,2009-10,368,273.8,70.1,94.8,1.1,4.1,24.7,42.1,28,92.9,0.8,4.3,1,0.3,99.2,0.8
Mathematics,156,61,West Haven School District,West Haven High School,2009-10,319,226.9,23.5,59.6,17.2,23.2,36.1,18.8,4.7,90.9,0.3,3.4,1.7,0.6,96.9,3.1
Mathematics,154,61,Westbrook School District,Westbrook High School,2009-10,72,255.2,50,86.1,4.2,9.7,36.1,31.9,18.1,98.6,0,0,0,1.4,100,0
Mathematics,157,61,Weston School District,Weston High School,2009-10,182,287.2,85.2,97.8,1.6,0.5,12.6,36.8,48.4,96.8,0.5,0,0,0,97.3,2.7
Mathematics,158,61,Westport School District,Staples High School,2009-10,421,292.1,86.2,97.4,0.7,1.9,11.2,33,53.2,97.7,0.5,0.5,0,0,98.6,1.4
Mathematics,159,61,Wethersfield School District,Wethersfield High School,2009-10,280,262.1,53.6,86.8,5,8.2,33.2,29.6,23.9,95.6,1.4,0.3,0.7,0,98,2
Mathematics,161,61,Wilton School District,Wilton High School,2009-10,311,291.4,86.2,97.7,0.6,1.6,11.6,32.8,53.4,97.2,0.9,0,0,0,98.1,1.9
Mathematics,163,61,Windham School District,Windham High School,2009-10,159,215,21.4,45.3,33.3,21.4,23.9,19.5,1.9,80.7,1.5,2,1,13.2,98.5,1.5
Mathematics,165,61,Windsor Locks School District,Windsor Locks High School,2009-10,128,252.9,43.8,83.6,0.8,15.6,39.8,36.7,7,92.8,0,4.3,1.4,0.7,99.3,0.7
Mathematics,164,61,Windsor School District,Windsor High School,2009-10,279,250.1,45.9,77.4,6.8,15.8,31.5,35.1,10.8,92.1,0.7,1.7,0,0.3,94.7,5.3
Mathematics,166,61,Wolcott School District,Wolcott High School,2009-10,210,270.2,64.3,93.3,1.4,5.2,29,37.6,26.7,95.9,0.5,3.7,0,0,100,0
Mathematics,903,61,Woodstock Academy,Woodstock Academy,2009-10,278,263.5,61.9,88.1,2.9,9,26.3,41.4,20.5,96.5,0.3,0,0,0,96.9,3.1
Mathematics,279,51,Amistad Academy District,Amistad Academy,2008-09,36,239.1,33.3,75,0,25,41.7,30.6,2.8,100,0,N/A,0,0,100,0
Mathematics,2,61,Ansonia School District,Ansonia High School,2008-09,151,222.8,12.6,60.9,17.9,21.2,48.3,10.6,2,93.2,3.7,N/A,0,3.1,100,0
Mathematics,244,61,Area Cooperative Educational Services,Collaborative Alternative Magnet School,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,4,61,Avon School District,Avon High School,2008-09,248,280.7,75.4,94.4,1.2,4.4,19,36.7,38.7,98.8,0,N/A,0,0.4,99.2,0.8
Mathematics,7,61,Berlin School District,Berlin High School,2008-09,249,265.5,61,90.4,3.6,6,29.3,37.8,23.3,98,0,N/A,0.4,0.4,98.8,1.2
Mathematics,9,61,Bethel School District,Bethel High School,2008-09,243,267.6,63.4,88.1,3.7,8.2,24.7,37.9,25.5,96.4,1.2,N/A,0,2.4,100,0
Mathematics,11,61,Bloomfield School District,Bloomfield High School,2008-09,159,214.7,10.7,49.7,22,28.3,39,10.1,0.6,89.8,1.1,N/A,0,7.9,98.9,1.1
Mathematics,11,62,Bloomfield School District,The Big Picture High School,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,12,61,Bolton School District,Bolton High School,2008-09,72,274.7,69.4,94.4,2.8,2.8,25,40.3,29.2,98.6,0,N/A,0,1.4,100,0
Mathematics,14,61,Branford School District,Branford High School,2008-09,264,258.9,53,82.2,6.4,11.4,29.2,30.3,22.7,96,0.4,N/A,0.7,2.5,99.6,0.4
Mathematics,15,61,Bridgeport School District,Bassick High School,2008-09,213,186.9,0.9,18.8,44.1,37.1,17.8,0.9,0,62.8,0.6,N/A,1.2,7.7,72.3,27.7
Mathematics,15,62,Bridgeport School District,Central High School,2008-09,483,218.1,19.3,52.6,23.6,23.8,33.3,14.5,4.8,86.6,0.5,N/A,8.2,0.9,96.2,3.8
Mathematics,15,63,Bridgeport School District,Harding High School,2008-09,338,189.3,3.3,24.9,44.1,31.1,21.6,3,0.3,77.2,1.1,N/A,1.8,2.7,82.9,17.1
Mathematics,17,61,Bristol School District,Bristol Central High School,2008-09,265,267.8,64.9,93.2,2.6,4.2,28.3,43.8,21.1,91.1,1.4,N/A,0,6.2,98.6,1.4
Mathematics,17,62,Bristol School District,Bristol Eastern High School,2008-09,342,261.3,52.3,89.5,4.1,6.4,37.1,31,21.3,95.3,0.6,N/A,0,3.9,99.7,0.3
Mathematics,18,61,Brookfield School District,Brookfield High School,2008-09,251,276,71.7,94.8,0.4,4.8,23.1,42.2,29.5,98,0.8,N/A,0,1.2,100,0
Mathematics,23,61,Canton School District,Canton High School,2008-09,121,283.9,83.5,98.3,0,1.7,14.9,41.3,42.1,94.5,0.8,N/A,0,3.1,98.4,1.6
Mathematics,241,63,Capitol Region Education Council,Great Path Academy at MCC,2008-09,37,208.8,10.8,35.1,32.4,32.4,24.3,10.8,0,100,0,N/A,0,0,100,0
Mathematics,241,64,Capitol Region Education Council,Greater Hartford Academy of  the Arts - Full Time,2008-09,49,233.5,28.6,59.2,10.2,30.6,30.6,22.4,6.1,98,0,N/A,0,2,100,0
Mathematics,241,61,Capitol Region Education Council,Metropolitan Learning Center,2008-09,96,255.8,47.9,82.3,5.2,12.5,34.4,33.3,14.6,100,0,N/A,0,0,100,0
Mathematics,25,61,Cheshire School District,Cheshire High School,2008-09,355,276.1,69.3,94.1,1.7,4.2,24.8,33,36.3,95.4,0.5,N/A,0,3,98.9,1.1
Mathematics,27,61,Clinton School District,The Morgan School,2008-09,143,254.8,51,79.7,7,13.3,28.7,30.8,20.3,97.3,0.7,N/A,0.7,0.7,99.3,0.7
Mathematics,28,61,Colchester School District,Bacon Academy,2008-09,225,267.2,59.6,92,0.9,7.1,32.4,34.2,25.3,92.2,0,N/A,0,7.8,100,0
Mathematics,268,61,Common Ground High School District,Common Ground High School,2008-09,45,221.6,13.3,68.9,15.6,15.6,55.6,13.3,0,97.8,0,N/A,0,2.2,100,0
Mathematics,900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2008-09,163,222.1,10.4,60.1,14.1,25.8,49.7,10.4,0,100,0,N/A,0,0,100,0
Mathematics,900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2008-09,204,236.3,19.1,73,5.4,21.6,53.9,15.7,3.4,99,0,N/A,0.5,0.5,100,0
Mathematics,900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2008-09,123,226.6,17.9,63.4,13,23.6,45.5,16.3,1.6,98.4,0,N/A,0,1.6,100,0
Mathematics,900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2008-09,141,220,9.2,56.7,15.6,27.7,47.5,7.8,1.4,98.6,0,N/A,0,0.7,99.3,0.7
Mathematics,900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2008-09,127,244.3,33.9,77.2,4.7,18.1,43.3,28.3,5.5,99.2,0,N/A,0,0.8,100,0
Mathematics,900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2008-09,128,242.7,31.3,78.1,5.5,16.4,46.9,23.4,7.8,100,0,N/A,0,0,100,0
Mathematics,900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2008-09,193,247.4,35.2,83.9,3.1,13,48.7,29,6.2,100,0,N/A,0,0,100,0
Mathematics,900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2008-09,136,253.6,47.8,89.7,1.5,8.8,41.9,43.4,4.4,99.3,0,N/A,0,0.7,100,0
Mathematics,900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2008-09,164,239,28,73.8,7.9,18.3,45.7,23.8,4.3,99.4,0,N/A,0.6,0,100,0
Mathematics,900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2008-09,145,255.9,50.3,92.4,2.8,4.8,42.1,42.8,7.6,99.3,0,N/A,0,0.7,100,0
Mathematics,900,21,Connecticut Technical High School System,J. M. Wright Technical High School,2008-09,48,235.4,22.9,70.8,10.4,18.8,47.9,20.8,2.1,100,0,N/A,0,0,100,0
Mathematics,900,20,Connecticut Technical High School System,Norwich Technical High School,2008-09,120,255.3,47.5,93.3,0.8,5.8,45.8,40.8,6.7,100,0,N/A,0,0,100,0
Mathematics,900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2008-09,200,253.3,43,88,3.5,8.5,45,35,8,99,0,N/A,0,0,99,1
Mathematics,900,26,Connecticut Technical High School System,Platt Technical High School,2008-09,208,249.8,41.3,82.7,3.8,13.5,41.3,30.8,10.6,100,0,N/A,0,0,100,0
Mathematics,900,18,Connecticut Technical High School System,Vinal Technical High School,2008-09,151,251.9,43,85.4,2.6,11.9,42.4,33.1,9.9,99.3,0,N/A,0,0.7,100,0
Mathematics,900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2008-09,170,243.3,30,81.2,4.7,14.1,51.2,27.1,2.9,100,0,N/A,0,0,100,0
Mathematics,900,24,Connecticut Technical High School System,Windham Technical High School,2008-09,134,256.6,47,88.8,2.2,9,41.8,35.8,11.2,100,0,N/A,0,0,100,0
Mathematics,32,61,Coventry School District,Coventry High School,2008-09,140,256.5,47.9,85,2.1,12.9,37.1,32.1,15.7,92.1,1.3,N/A,0,3.9,97.4,2.6
Mathematics,33,61,Cromwell School District,Cromwell High School,2008-09,164,257.1,51.2,81.7,7.3,11,30.5,28.7,22.6,97.6,1.2,N/A,0,1.2,100,0
Mathematics,34,62,Danbury School District,Alternative Center For Excellence,2008-09,24,200.2,4.2,37.5,29.2,33.3,33.3,4.2,0,100,0,N/A,0,0,100,0
Mathematics,34,61,Danbury School District,Danbury High School,2008-09,584,230.2,27.6,64,16.4,19.5,36.5,19,8.6,87.3,0.6,N/A,2.1,5.7,95.7,4.3
Mathematics,35,61,Darien School District,Darien High School,2008-09,322,288.4,85.4,97.5,0.6,1.9,12.1,35.1,50.3,99.7,0,N/A,0,0.3,100,0
Mathematics,37,61,Derby School District,Derby High School,2008-09,90,234.6,24.4,67.8,11.1,21.1,43.3,20,4.4,88.2,0,N/A,0,6.9,95.1,4.9
Mathematics,40,61,East Granby School District,East Granby High School,2008-09,88,269.1,64.8,80.7,4.5,14.8,15.9,26.1,38.6,97.8,0,N/A,0,1.1,98.9,1.1
Mathematics,41,61,East Haddam School District,Nathan Hale-Ray High School,2008-09,93,256.7,41.9,88.2,0,11.8,46.2,26.9,15.1,96.9,1,N/A,0,1,99,1
Mathematics,42,61,East Hampton School District,East Hampton High School,2008-09,130,265.5,60,91.5,2.3,6.2,31.5,35.4,24.6,97.7,0,N/A,0,2.3,100,0
Mathematics,43,63,East Hartford School District,Connecticut IB Academy,2008-09,47,261.4,48.9,95.7,0,4.3,46.8,34,14.9,100,0,N/A,0,0,100,0
Mathematics,43,62,East Hartford School District,East Hartford High School,2008-09,432,214.9,11.6,47,22.5,30.6,35.4,9.3,2.3,93.7,1.3,N/A,0.9,4.1,100,0
Mathematics,43,64,East Hartford School District,Stevens Alternate High school,2008-09,46,171.1,0,13,65.2,21.7,13,0,0,86.8,0,N/A,0,13.2,100,0
Mathematics,44,61,East Haven School District,East Haven High School,2008-09,265,244.9,32.5,81.1,3.4,15.5,48.7,26.8,5.7,94.3,0.4,N/A,0.7,2.1,97.5,2.5
Mathematics,45,61,East Lyme School District,East Lyme High School,2008-09,319,281,76.2,96.2,0,3.8,20.1,38.2,37.9,97.6,0.6,N/A,0.3,0.6,99.1,0.9
Mathematics,47,61,East Windsor School District,East Windsor High School,2008-09,95,247,35.8,77.9,3.2,18.9,42.1,26.3,9.5,97.9,0,N/A,0,2.1,100,0
Mathematics,253,60,Eastern Connecticut Regional Educational Service Center,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,253,61,Eastern Connecticut Regional Educational Service Center,Quinebaug Middle College,2008-09,22,220.7,18.2,59.1,22.7,18.2,40.9,18.2,0,78.6,0,N/A,0,7.1,85.7,14.3
Mathematics,48,61,Ellington School District,Ellington High School,2008-09,182,272.8,65.9,92.9,0.5,6.6,26.9,37.4,28.6,98.9,0,N/A,0,1.1,100,0
Mathematics,49,61,Enfield School District,Enfield High School,2008-09,218,255.2,47.7,89,3.2,7.8,41.3,36.7,11,96,0.9,N/A,0,0.9,97.8,2.2
Mathematics,49,62,Enfield School District,Enrico Fermi High School,2008-09,263,252.4,42.2,83.7,5.3,11,41.4,26.6,15.6,97.4,1.9,N/A,0,0.4,99.6,0.4
Mathematics,272,61,Explorations District,Explorations,2008-09,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**,**
Mathematics,51,60,Fairfield School District,Fairfield Ludlowe High School,2008-09,333,277.9,74.8,95.2,1.8,3,20.4,39,35.7,97.9,0.6,N/A,0,0.6,99.1,0.9
Mathematics,51,62,Fairfield School District,Fairfield Warde High School,2008-09,291,271.7,67,91.8,2.7,5.5,24.7,36.1,30.9,97,0.3,N/A,0,1.3,98.7,1.3
Mathematics,52,61,Farmington School District,Farmington High School,2008-09,322,286.5,78,96.6,1.2,2.2,18.6,32.9,45,95.3,0,N/A,0,3.8,99.1,0.9
Mathematics,54,61,Glastonbury School District,Glastonbury High School,2008-09,521,283.8,77,95,0.8,4.2,18,33,44,95.8,0.2,N/A,0.4,3.5,99.8,0.2
Mathematics,56,61,Granby School District,Granby Memorial High School,2008-09,189,282.9,79.9,97.9,0,2.1,18,41.3,38.6,95.5,1,N/A,0.5,3,100,0
Mathematics,57,61,Greenwich School District,Greenwich High School,2008-09,626,276.7,70.8,92.7,1.9,5.4,21.9,32.9,37.9,96.6,1.1,N/A,0.6,1.7,100,0
Mathematics,58,62,Griswold School District,Griswold High School,2008-09,195,248.2,40,81,5.1,13.8,41,28.7,11.3,93.8,0.5,N/A,0,3.8,98.1,1.9
Mathematics,59,61,Groton School District,Fitch Senior High School,2008-09,319,247.9,39.2,79,7.8,13.2,39.8,27.3,11.9,96.4,0.9,N/A,0,1.5,98.8,1.2
Mathematics,60,61,Guilford School District,Guilford High School,2008-09,256,277.2,75,95.3,1.2,3.5,20.3,39.8,35.2,98.5,0,N/A,0,1.5,100,0
Mathematics,62,61,Hamden School District,Hamden High School,2008-09,516,241.8,38,70.5,12.4,17.1,32.6,23.3,14.7,92.6,0,N/A,0.7,3.9,97.3,2.7
Mathematics,64,61,Hartford School District,Bulkeley High School Lower School,2008-09,250,220.4,11.2,59.6,20,20.4,48.4,10.4,0.8,79.9,1.9,N/A,2.2,10.5,94.6,5.4
Mathematics,64,69,Hartford School District,Capital Preparatory Magnet School,2008-09,33,238,30.3,69.7,9.1,21.2,39.4,18.2,12.1,91.7,0,N/A,0,8.3,100,0
Mathematics,64,64,Hartford School District,Classical Magnet School,2008-09,98,226,24.5,58.2,20.4,21.4,33.7,21.4,3.1,97,0,N/A,0,1,98,2
Mathematics,64,60,Hartford School District,Culinary Arts Academy,2008-09,66,169.7,0,15.2,65.2,19.7,15.2,0,0,68,1,N/A,0,10.3,79.4,20.6
Mathematics,64,62,Hartford School District,Hartford Public High School,2008-09,354,191.6,5.9,29.1,41.8,29.1,23.2,5.6,0.3,73.3,0.8,N/A,3.5,5.4,83,17
Mathematics,64,66,Hartford School District,Pathways to Technology Magnet School,2008-09,95,230.3,21.1,64.2,13.7,22.1,43.2,14.7,6.3,94.1,0,N/A,0,4,98,2
Mathematics,64,65,Hartford School District,Sports and Medical Sciences Academy,2008-09,110,239.9,34.5,67.3,10,22.7,32.7,25.5,9.1,95.7,0,N/A,0,1.7,97.4,2.6
Mathematics,64,67,Hartford School District,University High School,2008-09,77,254,48.1,80.5,5.2,14.3,32.5,29.9,18.2,96.3,0,N/A,0,0,96.3,3.8
Mathematics,64,63,Hartford School District,Weaver High School,2008-09,169,183,4.7,21.3,51.5,27.2,16.6,3.6,1.2,59.1,1,N/A,0.3,14.7,75.2,24.8
Mathematics,69,61,Killingly School District,Killingly High School,2008-09,172,237.4,27.9,69.2,8.7,22.1,41.3,20.9,7,95.6,1.1,N/A,0,2.8,99.4,0.6
Mathematics,71,62,Lebanon School District,Lyman Memorial High School,2008-09,162,255.8,54.9,79.6,6.8,13.6,24.7,37.7,17.3,97,0,N/A,0,3,100,0
Mathematics,72,61,Ledyard School District,Ledyard High School,2008-09,211,259.6,54.5,85.3,3.3,11.4,30.8,33.2,21.3,91.3,2.6,N/A,0,4.3,98.3,1.7
Mathematics,74,61,Litchfield School District,Litchfield High School,2008-09,93,277.2,73.1,95.7,2.2,2.2,22.6,36.6,36.6,96.9,0,N/A,0,3.1,100,0
Mathematics,76,61,Madison School District,Daniel Hand High School,2008-09,307,276.6,71.3,96.1,0,3.9,24.8,40.4,30.9,97.2,0,N/A,0,2.8,100,0
Mathematics,77,61,Manchester School District,Manchester High School,2008-09,433,239.5,32.1,74.4,11.3,14.3,42.3,22.4,9.7,93.7,1.5,N/A,1.1,2.4,98.7,1.3
Mathematics,80,61,Meriden School District,Francis T. Maloney High School,2008-09,264,233.7,32.6,67,15.5,17.4,34.5,24.6,8,88.3,2,N/A,0.3,3.7,94.3,5.7
Mathematics,80,62,Meriden School District,Orville H. Platt High School,2008-09,237,231.9,27,62.4,16,21.5,35.4,19.8,7.2,94.4,0,N/A,0,3.2,97.6,2.4
Mathematics,83,62,Middletown School District,Middletown High School,2008-09,297,241,34,68.7,13.1,18.2,34.7,22.2,11.8,93.7,0.3,N/A,0,3.8,97.8,2.2
Mathematics,84,62,Milford School District,Jonathan Law High School,2008-09,228,245.9,40.8,72.8,12.3,14.9,32,24.6,16.2,97.4,0.9,N/A,0.4,0.9,99.6,0.4
Mathematics,84,63,Milford School District,Joseph A. Foran High School,2008-09,269,248.7,48,77.7,8.9,13.4,29.7,32.3,15.6,96.4,0.7,N/A,0.4,1.1,98.6,1.4
Mathematics,85,61,Monroe School District,Masuk High School,2008-09,355,278.4,74.6,95.2,0.8,3.9,20.6,36.6,38,97.8,0.6,N/A,0,0.8,99.2,0.8
Mathematics,86,61,Montville School District,Montville High School,2008-09,189,253.9,46,83.6,4.2,12.2,37.6,32.8,13.2,97.9,0.5,N/A,0,1.6,100,0
Mathematics,88,61,Naugatuck School District,Naugatuck High School,2008-09,292,250.6,41.8,82.9,5.5,11.6,41.1,30.8,11,86.4,1.5,N/A,0.3,9.5,97.6,2.4
Mathematics,89,61,New Britain School District,New Britain High School,2008-09,616,201.4,11.7,39.8,36.9,23.4,28.1,10.1,1.6,85.7,1.9,N/A,2.1,9,98.7,1.3
