Test,District ID,School ID,District Name,School Name,School Year,Number of Students Tested,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
Writing,206,61,Regional School District 06,Wamogo Regional High School,2008-09,103,250.3,50.5,83.5,1.9,14.6,33,36.9,13.6,99,0,,0,0,99,1
Writing,207,61,Regional School District 07,Northwestern Regional High School,2008-09,192,279.6,72.9,99,0.5,0.5,26,39.6,33.3,100,0,,0,0,100,0
Writing,208,61,Regional School District 08,Rham High School,2008-09,254,276.6,75.6,96.5,0.8,2.8,20.9,41.3,34.3,97.7,1.2,,0,0,98.8,1.2
Writing,209,61,Regional School District 09,Joel Barlow High School,2008-09,212,292.5,84,95.8,0.5,3.8,11.8,30.7,53.3,97.2,0.5,,0,0.9,98.6,1.4
Writing,210,61,Regional School District 10,Lewis S. Mills High School,2008-09,182,280.9,71.4,98.9,0,1.1,27.5,28,43.4,97.8,1.1,,0,0.5,99.5,0.5
Writing,211,61,Regional School District 11,Parish Hill High School,2008-09,32,237.4,43.8,81.3,3.1,15.6,37.5,37.5,6.3,100,0,,0,0,100,0
Writing,212,61,Regional School District 12,Shepaug Valley High School,2008-09,87,277.4,74.7,93.1,1.1,5.7,18.4,41.4,33.3,97.8,0,,1.1,0,98.9,1.1
Writing,213,61,Regional School District 13,Coginchaug Regional High School,2008-09,141,274.6,71.6,94.3,0.7,5,22.7,36.2,35.5,98.6,0.7,,0,0,99.3,0.7
Writing,214,61,Regional School District 14,Nonnewaug High School,2008-09,209,268.6,65.6,94.7,1,4.3,29.2,36.4,29.2,96.3,0.5,,0,0.9,97.7,2.3
Writing,215,62,Regional School District 15,Pomperaug Regional High School,2008-09,381,283.9,79.3,97.6,1.3,1,18.4,37.5,41.7,98.7,0.3,,0,0,99,1
Writing,216,60,Regional School District 16,Woodland Regional High School,2008-09,186,262.3,57,94.1,2.7,3.2,37.1,33.9,23.1,95.9,1.5,,0,0,97.4,2.6
Writing,217,61,Regional School District 17,Haddam-Killingworth High School,2008-09,171,273.4,74.9,95.3,2.3,2.3,20.5,41.5,33.3,98.8,0,,0,1.2,100,0
Writing,218,61,Regional School District 18,Lyme-Old Lyme High School,2008-09,126,274.3,75.4,94.4,2.4,3.2,19,42.9,32.5,98.4,1.6,,0,0,100,0
Writing,219,61,Regional School District 19,E. O. Smith High School,2008-09,269,275.8,66.9,87.4,3.3,9.3,20.4,28.3,38.7,96.4,0.4,,0,2.9,99.6,0.4
Writing,118,61,Ridgefield School District,Ridgefield High School,2008-09,438,297.4,89,99.1,0.5,0.5,10,30.8,58.2,99.1,0.2,,0,0.2,99.5,0.5
Writing,119,61,Rocky Hill School District,Rocky Hill High School,2008-09,186,264.8,63.4,95.7,0,4.3,32.3,37.6,25.8,97.4,0,,0,0,97.4,2.6
Writing,124,61,Seymour School District,Seymour High School,2008-09,188,243.8,38.8,83.5,3.7,12.8,44.7,26.1,12.8,95.9,0.5,,0,1.5,98,2
Writing,126,61,Shelton School District,Shelton High School,2008-09,387,255.2,53.5,89.4,2.1,8.5,35.9,35.4,18.1,96.5,1,,0.2,1,98.8,1.2
Writing,128,61,Simsbury School District,Simsbury High School,2008-09,358,293.8,85.8,97.5,0.3,2.2,11.7,31.3,54.5,99.4,0.3,,0,0,99.7,0.3
Writing,129,61,Somers School District,Somers High School,2008-09,145,281.3,76.6,93.8,1.4,4.8,17.2,31.7,44.8,98.6,0.7,,0,0,99.3,0.7
Writing,132,62,South Windsor School District,South Windsor High School,2008-09,421,274.8,75.1,95.2,1.2,3.6,20.2,43,32.1,98.1,0,,0,1.2,99.3,0.7
Writing,131,62,Southington School District,Southington High School,2008-09,540,259.8,57.2,91.7,1.7,6.7,34.4,35.9,21.3,96.8,0.5,,0.2,1.1,98.6,1.4
Writing,134,61,Stafford School District,Stafford High School,2008-09,134,255.3,56,86.6,4.5,9,30.6,35.1,20.9,96.4,0,,0,3.6,100,0
Writing,282,60,Stamford Academy,Stamford Academy,2008-09,29,195,3.4,20.7,34.5,44.8,17.2,3.4,0,90.6,0,,0,3.1,93.8,6.3
Writing,135,61,Stamford School District,Stamford High School,2008-09,386,247.9,49,81.6,6,12.4,32.6,32.4,16.6,94.1,1.2,,1.5,1.5,98.3,1.7
Writing,135,64,Stamford School District,The Academy of Information Technology,2008-09,145,255.8,54.5,93.8,0.7,5.5,39.3,37.9,16.6,100,0,,0,0,100,0
Writing,135,63,Stamford School District,Westhill High School,2008-09,474,253.8,48.5,86.3,3.8,9.9,37.8,28.5,20,88.1,0.7,,2,0.6,91.4,8.6
Writing,137,61,Stonington School District,Stonington High School,2008-09,211,260.5,57.3,88.6,3.8,7.6,31.3,31.3,26.1,95.9,2.3,,0.5,0.9,99.5,0.5
Writing,138,62,Stratford School District,Bunnell High School,2008-09,302,261,59.3,90.1,1.3,8.6,30.8,36.1,23.2,96.5,1.6,,0,0.3,98.4,1.6
Writing,138,61,Stratford School District,Stratford High School,2008-09,202,243.8,37.6,84.7,2.5,12.9,47,25.7,11.9,95.3,0.5,,0,1.9,97.6,2.4
Writing,139,61,Suffield School District,Suffield High School,2008-09,213,274.9,75.1,95.3,0.9,3.8,20.2,40.4,34.7,99.5,0,,0,0,99.5,0.5
Writing,269,61,The Bridge Academy District,The Bridge Academy,2008-09,37,226.1,13.5,75.7,5.4,18.9,62.2,10.8,2.7,97.4,0,,0,2.6,100,0
Writing,902,61,The Gilbert School,The Gilbert School,2008-09,72,255.8,62.5,83.3,5.6,11.1,20.8,37.5,25,98.6,0,,0,0,98.6,1.4
Writing,140,62,Thomaston School District,Thomaston High School,2008-09,96,256.3,53.1,91.7,4.2,4.2,38.5,37.5,15.6,100,0,,0,0,100,0
Writing,141,61,Thompson School District,Tourtellotte Memorial High School,2008-09,92,254.2,54.3,88,1.1,10.9,33.7,37,17.4,98.9,0,,0,1.1,100,0
Writing,142,61,Tolland School District,Tolland High School,2008-09,232,270.3,66.4,92.2,0,7.8,25.9,35.3,31,99.1,0.9,,0,0,100,0
Writing,143,61,Torrington School District,Torrington High School,2008-09,255,254.2,52.9,82.4,7.5,10.2,29.4,31.8,21.2,91.7,0,,0.4,6.1,98.2,1.8
Writing,144,61,Trumbull School District,Trumbull High School,2008-09,486,287.2,80.7,96.9,1,2.1,16.3,34.2,46.5,98,0,,0,0.2,98.2,1.8
Writing,347,1,Unified School District #2,Connecticut Children'S Place,2008-09,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,347,67,Unified School District #2,Connecticut Juvenile Training School,2008-09,42,184.1,0,16.7,45.2,38.1,16.7,0,0,93.3,0,,0,6.7,100,0
Writing,347,65,Unified School District #2,High Meadows,2008-09,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,347,3,Unified School District #2,Riverview Hospital,2008-09,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,146,61,Vernon School District,Rockville High School,2008-09,291,249,48.1,84.5,6.2,9.3,36.4,31.3,16.8,96.7,0.7,,1,1.7,100,0
Writing,148,61,Wallingford School District,Lyman Hall High School,2008-09,291,251.3,48.8,90,2.7,7.2,41.2,35.1,13.7,97.7,1,,0,0.7,99.3,0.7
Writing,148,62,Wallingford School District,Mark T. Sheehan High School,2008-09,250,267.6,65.6,91.6,1.6,6.8,26,33.6,32,93.3,1.9,,0,3.4,98.5,1.5
Writing,151,62,Waterbury School District,Crosby High School,2008-09,339,233.1,28.3,75.8,9.4,14.7,47.5,19.5,8.8,91.6,1.4,,1.6,1.6,96.2,3.8
Writing,151,64,Waterbury School District,John F. Kennedy High School,2008-09,285,241.8,39.3,85.3,7.4,7.4,46,28.4,10.9,94.4,2.3,,1.7,0,98.3,1.7
Writing,151,60,Waterbury School District,Waterbury Arts Magnet School (High),2008-09,114,262.9,60.5,95.6,0,4.4,35.1,36.8,23.7,99.1,0,,0,0.9,100,0
Writing,151,63,Waterbury School District,Wilby High School,2008-09,278,227.5,21.9,75.5,9.7,14.7,53.6,18.3,3.6,91.4,4.3,,1,1.3,98,2
Writing,152,61,Waterford School District,Waterford High School,2008-09,267,267.3,62.9,93.6,1.5,4.9,30.7,38.6,24.3,98.9,0.4,,0,0.4,99.6,0.4
Writing,153,61,Watertown School District,Watertown High School,2008-09,240,260,57.5,90.4,2.9,6.7,32.9,33.3,24.2,94.5,1.6,,0,2,98,2
Writing,155,61,West Hartford School District,Conard High School,2008-09,397,278.7,73.6,94.7,2.3,3,21.2,33,40.6,97.5,0.5,,0.2,0,98.3,1.7
Writing,155,62,West Hartford School District,Hall High School,2008-09,381,281.4,78,98.2,0,1.8,20.2,36.5,41.5,97.2,1.3,,1,0,99.5,0.5
Writing,156,61,West Haven School District,West Haven High School,2008-09,382,253.5,52.1,85.6,5.5,8.9,33.5,30.4,21.7,93.4,1,,0.5,2,96.8,3.2
Writing,154,61,Westbrook School District,Westbrook High School,2008-09,75,280.9,80,97.3,0,2.7,17.3,42.7,37.3,97.4,1.3,,0,0,98.7,1.3
Writing,157,61,Weston School District,Weston High School,2008-09,195,301.2,92.3,100,0,0,7.7,29.2,63.1,98.5,0,,0,0,98.5,1.5
Writing,158,61,Westport School District,Staples High School,2008-09,468,292.3,88.7,98.7,0.4,0.9,10,38,50.6,97.7,0.2,,0.4,0,98.3,1.7
Writing,159,61,Wethersfield School District,Wethersfield High School,2008-09,291,262.1,62.2,91.4,3.1,5.5,29.2,39.2,23,95.7,0.3,,0,0.3,96.4,3.6
Writing,161,61,Wilton School District,Wilton High School,2008-09,312,304.7,90.4,99,0.6,0.3,8.7,28.5,61.9,96.9,0.6,,0,1.2,98.8,1.2
Writing,163,61,Windham School District,Windham High School,2008-09,199,229.5,33.2,64.3,12.1,23.6,31.2,22.1,11.1,82.9,0,,4.2,5.4,92.5,7.5
Writing,165,61,Windsor Locks School District,Windsor Locks High School,2008-09,123,256.6,49.6,88.6,2.4,8.9,39,29.3,20.3,96.9,0.8,,0,0.8,98.4,1.6
Writing,164,61,Windsor School District,Windsor High School,2008-09,355,247.8,42.5,83.9,3.7,12.4,41.4,27.3,15.2,95.4,0.8,,0,3,99.2,0.8
Writing,166,61,Wolcott School District,Wolcott High School,2008-09,225,263.1,62.2,92,2.2,5.8,29.8,36.9,25.3,97.8,0.4,,0.4,1.3,100,0
Writing,903,61,Woodstock Academy,Woodstock Academy,2008-09,295,259.4,62,94.6,2,3.4,32.5,44.4,17.6,97,0,,0,0.3,97.4,2.6
Writing,279,51,Amistad Academy District,Amistad Academy,2007-08,29,271.2,86.2,100,0,0,13.8,65.5,20.7,96.7,3.3,,0,0,100,0
Writing,2,61,Ansonia School District,Ansonia High School,2007-08,162,240.3,35.2,83.3,3.7,13,48.1,28.4,6.8,95.3,0,,0,2.9,98.2,1.8
Writing,244,61,Area Cooperative Educational Services,Collaborative Alternative Magnet School,2007-08,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,4,61,Avon School District,Avon High School,2007-08,270,282.9,77.4,95.9,1.1,3,18.5,31.5,45.9,97.5,0.7,,0,0.7,98.9,1.1
Writing,7,61,Berlin School District,Berlin High School,2007-08,231,271.6,71,96.1,1.3,2.6,25.1,39.8,31.2,97.1,1.3,,0.4,0.4,99.2,0.8
Writing,9,61,Bethel School District,Bethel High School,2007-08,273,275.4,79.5,95.2,0.4,4.4,15.8,43.6,35.9,98.6,0,,0,0.7,99.3,0.7
Writing,11,61,Bloomfield School District,Bloomfield High School,2007-08,159,234.8,27,80.5,2.5,17,53.5,24.5,2.5,94.6,1.2,,0.6,2.4,98.8,1.2
Writing,11,62,Bloomfield School District,The Big Picture High School,2007-08,21,233.1,38.1,76.2,0,23.8,38.1,33.3,4.8,100,0,,0,0,100,0
Writing,12,61,Bolton School District,Bolton High School,2007-08,65,290.1,90.8,100,0,0,9.2,35.4,55.4,98.5,0,,0,0,98.5,1.5
Writing,14,61,Branford School District,Branford High School,2007-08,302,271.9,70.9,96,1,3,25.2,41.1,29.8,97.4,1.3,,0,0,98.7,1.3
Writing,15,61,Bridgeport School District,Bassick High School,2007-08,240,200.7,4.2,42.5,25.8,31.7,38.3,2.9,1.3,59.7,1,,0,2.5,63.2,36.8
Writing,15,62,Bridgeport School District,Central High School,2007-08,507,232,29,74.2,8.3,17.6,45.2,21.9,7.1,90.9,0.7,,0,2,93.5,6.5
Writing,15,63,Bridgeport School District,Harding High School,2007-08,352,207.3,7.1,48.3,20.2,31.5,41.2,6.3,0.9,70.8,0.4,,0,4,75.3,24.7
Writing,17,61,Bristol School District,Bristol Central High School,2007-08,310,261.4,68.4,94.2,2.3,3.5,25.8,48.7,19.7,96.3,0.9,,0.6,0.9,98.8,1.2
Writing,17,62,Bristol School District,Bristol Eastern High School,2007-08,286,261.2,59.8,90.6,1,8.4,30.8,37.8,22,97.3,1,,0,0.7,99,1
Writing,18,61,Brookfield School District,Brookfield High School,2007-08,266,280.3,76.7,98.1,0,1.9,21.4,36.8,39.8,99.3,0.4,,0,0.4,100,0
Writing,23,61,Canton School District,Canton High School,2007-08,132,295.2,84.1,97.7,0,2.3,13.6,29.5,54.5,99.2,0,,0,0,99.2,0.8
Writing,241,63,Capitol Region Education Council,Great Path Academy at MCC,2007-08,32,239.2,37.5,87.5,6.3,6.3,50,34.4,3.1,97,0,,0,0,97,3
Writing,241,61,Capitol Region Education Council,Metropolitan Learning Center,2007-08,88,278.8,76.1,100,0,0,23.9,43.2,33,96.7,0,,0,2.2,98.9,1.1
Writing,25,61,Cheshire School District,Cheshire High School,2007-08,398,283.6,79.9,97.5,0,2.5,17.6,38.4,41.5,97.5,2,,0,0,99.5,0.5
Writing,27,61,Clinton School District,The Morgan School,2007-08,152,274.1,70.4,94.7,2.6,2.6,24.3,36.2,34.2,96.8,0.6,,0.6,0.6,98.7,1.3
Writing,28,61,Colchester School District,Bacon Academy,2007-08,242,254.6,55.4,89.3,3.7,7,33.9,38.4,16.9,100,0,,0,0,100,0
Writing,268,61,Common Ground High School District,Common Ground High School,2007-08,25,235.7,28,84,8,8,56,20,8,96.2,0,,0,3.8,100,0
Writing,900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2007-08,155,239.2,31,87.7,0,12.3,56.8,27.1,3.9,100,0,,0,0,100,0
Writing,900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2007-08,233,246.2,36.5,94,0,6,57.5,30.9,5.6,100,0,,0,0,100,0
Writing,900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2007-08,109,226.1,15.6,76.1,4.6,19.3,60.6,12.8,2.8,100,0,,0,0,100,0
Writing,900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2007-08,112,225.6,9.8,79.5,2.7,17.9,69.6,8.9,0.9,97.4,0,,0,0,97.4,2.6
Writing,900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2007-08,156,228.4,22.4,69.9,0.6,29.5,47.4,19.9,2.6,99.4,0,,0,0.6,100,0
Writing,900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2007-08,128,249.5,43.8,93.8,0,6.3,50,36.7,7,100,0,,0,0,100,0
Writing,900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2007-08,183,252.7,48.6,94.5,1.1,4.4,45.9,33.3,15.3,100,0,,0,0,100,0
Writing,900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2007-08,142,243,38,90.8,1.4,7.7,52.8,34.5,3.5,100,0,,0,0,100,0
Writing,900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2007-08,143,237.6,30.8,83.9,2.1,14,53.1,28,2.8,100,0,,0,0,100,0
Writing,900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2007-08,142,245.3,37.3,91.5,0,8.5,54.2,28.2,9.2,100,0,,0,0,100,0
Writing,900,21,Connecticut Technical High School System,J. M. Wright Technical High School,2007-08,74,225.7,18.9,77,2.7,20.3,58.1,18.9,0,98.7,0,,0,0,98.7,1.3
Writing,900,20,Connecticut Technical High School System,Norwich Technical High School,2007-08,107,248.5,43.9,89.7,0.9,9.3,45.8,36.4,7.5,100,0,,0,0,100,0
Writing,900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2007-08,197,256.7,57.9,98,0,2,40.1,45.7,12.2,100,0,,0,0,100,0
Writing,900,26,Connecticut Technical High School System,Platt Technical High School,2007-08,225,262.2,65.8,98.2,0.4,1.3,32.4,48.4,17.3,100,0,,0,0,100,0
Writing,900,18,Connecticut Technical High School System,Vinal Technical High School,2007-08,141,246,39.7,92.2,2.1,5.7,52.5,32.6,7.1,99.3,0,,0,0,99.3,0.7
Writing,900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2007-08,182,255.9,58.2,97.8,0,2.2,39.6,46.7,11.5,100,0,,0,0,100,0
Writing,900,24,Connecticut Technical High School System,Windham Technical High School,2007-08,124,247.4,46.8,91.9,0.8,7.3,45.2,36.3,10.5,100,0,,0,0,100,0
Writing,32,61,Coventry School District,Coventry High School,2007-08,129,262.9,63.6,93.8,2.3,3.9,30.2,32.6,31,97,0.8,,0,0.8,98.5,1.5
Writing,33,61,Cromwell School District,Cromwell High School,2007-08,135,280,80,97,0.7,2.2,17,45.9,34.1,97.1,0,,1.4,0,98.6,1.4
Writing,34,62,Danbury School District,Alternative Center For Excellence,2007-08,25,240.5,48,80,4,16,32,44,4,100,0,,0,0,100,0
Writing,34,61,Danbury School District,Danbury High School,2007-08,630,248,46.2,78.6,10.6,10.8,32.4,25.4,20.8,92.4,1.3,,2.8,1.8,98.2,1.8
Writing,35,61,Darien School District,Darien High School,2007-08,288,288.2,87.8,97.2,0.7,2.1,9.4,38.9,49,99.7,0,,0,0,99.7,0.3
Writing,37,61,Derby School District,Derby High School,2007-08,103,243,35.9,89.3,1,9.7,53.4,28.2,7.8,96.3,0,,0,0.9,97.2,2.8
Writing,40,61,East Granby School District,East Granby High School,2007-08,49,280.6,83.7,98,0,2,14.3,46.9,36.7,100,0,,0,0,100,0
Writing,41,61,East Haddam School District,Nathan Hale-Ray High School,2007-08,114,270.5,67.5,93,1.8,5.3,25.4,38.6,28.9,97.4,1.7,,0,0,99.1,0.9
Writing,42,61,East Hampton School District,East Hampton High School,2007-08,140,270.2,68.6,95.7,0,4.3,27.1,39.3,29.3,97.9,0,,0,0.7,98.6,1.4
Writing,43,63,East Hartford School District,Connecticut IB Academy,2007-08,39,276.9,87.2,100,0,0,12.8,51.3,35.9,100,0,,0,0,100,0
Writing,43,62,East Hartford School District,East Hartford High School,2007-08,492,238.9,31.7,85,4.3,10.8,53.3,24.2,7.5,95.5,2.1,,0.6,1.7,100,0
Writing,43,64,East Hartford School District,Stevens Alternate High school,2007-08,33,211.9,6.1,45.5,9.1,45.5,39.4,6.1,0,86.8,0,,0,10.5,97.4,2.6
Writing,44,61,East Haven School District,East Haven High School,2007-08,261,250,48.3,90.4,2.3,7.3,42.1,40.6,7.7,96.3,0.4,,0,0.7,97.4,2.6
Writing,45,61,East Lyme School District,East Lyme High School,2007-08,305,278.7,78,96.4,0.3,3.3,18.4,40,38,97.1,1.9,,0.3,0.3,99.7,0.3
Writing,47,61,East Windsor School District,East Windsor High School,2007-08,110,259.5,56.4,95.5,0.9,3.6,39.1,31.8,24.5,97.3,1.8,,0,0.9,100,0
Writing,48,61,Ellington School District,Ellington High School,2007-08,185,282.9,78.4,98.9,0,1.1,20.5,34.1,44.3,97.9,0.5,,0,0,98.4,1.6
Writing,49,61,Enfield School District,Enfield High School,2007-08,198,246.6,48,85.4,2.5,12.1,37.4,35.4,12.6,94.3,1.4,,0,1,96.7,3.3
Writing,49,62,Enfield School District,Enrico Fermi High School,2007-08,267,252,50.2,90.3,1.9,7.9,40.1,36,14.2,98.2,0.4,,0.4,0.7,99.6,0.4
Writing,272,61,Explorations District,Explorations,2007-08,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,51,60,Fairfield School District,Fairfield Ludlowe High School,2007-08,355,284.1,81.1,97.2,0.8,2,16.1,36.3,44.8,98.1,0,,0,0,98.1,1.9
Writing,51,62,Fairfield School District,Fairfield Warde High School,2007-08,328,279.1,78.7,96.6,1.2,2.1,18,43.3,35.4,97.3,0.6,,0,1.5,99.4,0.6
Writing,52,61,Farmington School District,Farmington High School,2007-08,354,289.2,85.9,97.7,0.3,2,11.9,33.3,52.5,99.4,0.3,,0,0,99.7,0.3
Writing,54,61,Glastonbury School District,Glastonbury High School,2007-08,469,270.3,70.8,95.1,0.6,4.3,24.3,40.9,29.9,99.2,0.4,,0,0,99.6,0.4
Writing,56,61,Granby School District,Granby Memorial High School,2007-08,179,278.4,72.6,94.4,1.1,4.5,21.8,34.6,38,99.4,0,,0,0.6,100,0
Writing,57,61,Greenwich School District,Greenwich High School,2007-08,657,280.7,79,94.4,1.8,3.8,15.4,36.7,42.3,96.2,0.7,,2.3,0.3,99.6,0.4
Writing,58,62,Griswold School District,Griswold High School,2007-08,194,250.7,49.5,89.7,1.5,8.8,40.2,36.6,12.9,97.5,1.5,,0,1,100,0
Writing,59,61,Groton School District,Fitch Senior High School,2007-08,329,246,43.2,82.7,4,13.4,39.5,31.3,11.9,95.9,0.6,,0.3,0,96.8,3.2
Writing,60,61,Guilford School District,Guilford High School,2007-08,282,279.7,79.8,98.6,0.4,1.1,18.8,39.7,40.1,98.9,1.1,,0,0,100,0
Writing,62,61,Hamden School District,Hamden High School,2007-08,539,246.5,44.7,84.2,4.5,11.3,39.5,31.2,13.5,97.3,0,,0,1.6,98.9,1.1
Writing,64,61,Hartford School District,Bulkeley High School Lower School,2007-08,275,216.3,11.6,61.5,16,22.5,49.8,10.5,1.1,79.7,0.6,,3.2,2.6,86.1,13.9
Writing,64,69,Hartford School District,Capital Preparatory Magnet School,2007-08,38,254.7,60.5,92.1,2.6,5.3,31.6,55.3,5.3,100,0,,0,0,100,0
Writing,64,64,Hartford School District,Classical Magnet School,2007-08,79,260.5,63.3,92.4,1.3,6.3,29.1,50.6,12.7,100,0,,0,0,100,0
Writing,64,62,Hartford School District,Hartford Public High School,2007-08,281,207.2,7.1,51.6,22.4,26,44.5,6.8,0.4,74.7,4.8,,1.6,5.1,86.2,13.8
Writing,64,66,Hartford School District,Pathways to Technology Magnet School,2007-08,92,232.4,32.6,76.1,3.3,20.7,43.5,29.3,3.3,96.8,0,,0,1.1,97.9,2.1
Writing,64,65,Hartford School District,Sports and Medical Sciences Academy,2007-08,94,246,44.7,93.6,2.1,4.3,48.9,41.5,3.2,100,0,,0,0,100,0
Writing,64,67,Hartford School District,University High School,2007-08,75,250.7,45.3,90.7,0,9.3,45.3,33.3,12,89.3,0,,0,1.2,90.5,9.5
Writing,64,63,Hartford School District,Weaver High School,2007-08,234,215.9,17.9,57.7,16.7,25.6,39.7,17.1,0.9,70.1,0.6,,0,15,85.6,14.4
Writing,69,61,Killingly School District,Killingly High School,2007-08,213,243.1,41.3,82.6,4.2,13.1,41.3,30,11.3,98.2,0.5,,0,0.9,99.5,0.5
Writing,71,62,Lebanon School District,Lyman Memorial High School,2007-08,138,256.1,50.7,87,3.6,9.4,36.2,28.3,22.5,95.2,1.4,,0,0.7,97.2,2.8
Writing,72,61,Ledyard School District,Ledyard High School,2007-08,253,264.2,63.6,91.7,2,6.3,28.1,40.7,22.9,96.2,0.4,,0,1.1,97.7,2.3
Writing,74,61,Litchfield School District,Litchfield High School,2007-08,111,280.3,79.3,97.3,0,2.7,18,39.6,39.6,99.1,0,,0,0.9,100,0
Writing,76,61,Madison School District,Daniel Hand High School,2007-08,297,283.5,83.2,98.3,0.3,1.3,15.2,40.4,42.8,98.7,0,,0,0.7,99.3,0.7
Writing,77,61,Manchester School District,Manchester High School,2007-08,419,256.4,57.3,87.8,3.1,9.1,30.5,38.4,18.9,90.3,1.5,,1.1,3,95.9,4.1
Writing,80,61,Meriden School District,Francis T. Maloney High School,2007-08,269,229.7,26.4,69.9,9.3,20.8,43.5,19.3,7.1,88.2,2,,2,4.9,97,3
Writing,80,62,Meriden School District,Orville H. Platt High School,2007-08,262,238.1,36.6,78.2,4.2,17.6,41.6,31.3,5.3,94.2,1.1,,0,1.1,96.4,3.6
Writing,83,62,Middletown School District,Middletown High School,2007-08,268,254.7,54.1,86.6,3,10.4,32.5,34.3,19.8,94.4,0.4,,0.4,3.5,98.6,1.4
Writing,84,62,Milford School District,Jonathan Law High School,2007-08,259,253,52.1,87.3,4.6,8.1,35.1,33.2,18.9,96.3,1.9,,0,0.4,98.5,1.5
Writing,84,63,Milford School District,Joseph A. Foran High School,2007-08,260,270.8,73.5,95.4,1.5,3.1,21.9,42.7,30.8,98.5,0.4,,0,0.8,99.6,0.4
Writing,84,64,Milford School District,The Academy,2007-08,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,85,61,Monroe School District,Masuk High School,2007-08,290,279.4,77.9,97.9,0.3,1.7,20,40.7,37.2,98,0.3,,0.7,0,99,1
Writing,86,61,Montville School District,Montville High School,2007-08,218,269.2,72.5,94.5,2.8,2.8,22,45.4,27.1,97.8,1.3,,0,0.4,99.6,0.4
Writing,88,61,Naugatuck School District,Naugatuck High School,2007-08,310,261.4,65.5,92.9,3.2,3.9,27.4,46.8,18.7,96.9,0.9,,0.6,1.6,100,0
Writing,89,61,New Britain School District,New Britain High School,2007-08,684,220.6,25.7,61,19.6,19.4,35.2,19,6.7,89.8,0.9,,1.4,7.3,99.5,0.5
Writing,90,61,New Canaan School District,New Canaan High School,2007-08,296,293.1,91.2,99.7,0,0.3,8.4,37.2,54.1,99,0.7,,0,0.3,100,0
Writing,91,61,New Fairfield School District,New Fairfield High School,2007-08,259,282.7,77.6,96.9,0.4,2.7,19.3,34.7,42.9,99.6,0,,0,0.4,100,0
Writing,93,64,New Haven School District,Cooperative High School,2007-08,108,237.6,26.9,85.2,3.7,11.1,58.3,19.4,7.4,95.6,0,,0,0.9,96.5,3.5
Writing,93,66,New Haven School District,High School In The Community,2007-08,67,237.6,32.8,77.6,1.5,20.9,44.8,28.4,4.5,90.5,0,,4.1,0,94.6,5.4
Writing,93,63,New Haven School District,Hill Regional Career High School,2007-08,183,252.6,49.7,93.4,0.5,6,43.7,36.1,13.7,98.4,0,,0,0.5,98.9,1.1
Writing,93,68,New Haven School District,Hyde Leadership School,2007-08,59,241.2,33.9,93.2,3.4,3.4,59.3,28.8,5.1,98.3,0,,0,0,98.3,1.7
Writing,93,62,New Haven School District,James Hillhouse High School,2007-08,250,218,13.6,63.2,12.4,24.4,49.6,12.4,1.2,78.9,1.3,,2.5,0,82.6,17.4
Writing,93,60,New Haven School District,Metropolitan Business High School,2007-08,42,226.5,11.9,81,2.4,16.7,69,11.9,0,87.5,0,,0,4.2,91.7,8.3
Writing,93,70,New Haven School District,New Haven Academy,2007-08,43,249.1,46.5,79.1,0,20.9,32.6,30.2,16.3,76.8,0,,0,5.4,82.1,17.9
Writing,93,65,New Haven School District,Polly T. McCabe Center,2007-08,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,93,69,New Haven School District,Riverside Education Academy,2007-08,**,**,**,**,**,**,**,**,**,**,**,,**,**,**,**
Writing,93,67,New Haven School District,Sound School,2007-08,107,229.4,24.3,80.4,6.5,13.1,56.1,21.5,2.8,99.1,0,,0,0,99.1,0.9
Writing,93,61,New Haven School District,Wilbur Cross High School,2007-08,384,224.6,24,64.3,13.3,22.4,40.4,18,6,85,2.2,,1.3,2.2,90.7,9.3
