Test,Grade,District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
Reading,3,34,Danbury School District,14,Ellsworth Avenue School,2009-10,60,228.9,46.7,68.3
Reading,3,34,Danbury School District,11,Great Plain School,2009-10,40,249.4,70,82.5
Reading,3,34,Danbury School District,2,Hayestown Avenue School,2009-10,43,230.4,41.9,65.1
Reading,3,34,Danbury School District,17,King Street Intermediate School,2009-10,92,232.7,50,65.2
Reading,3,34,Danbury School District,18,Mill Ridge Educational Center,2009-10,83,226,48.2,63.9
Reading,3,34,Danbury School District,6,Morris Street School,2009-10,54,227,42.6,64.8
Reading,3,34,Danbury School District,8,Park Avenue School,2009-10,68,224.5,33.8,57.4
Reading,3,34,Danbury School District,15,Pembroke School,2009-10,47,228.5,48.9,57.4
Reading,3,34,Danbury School District,12,Shelter Rock School,2009-10,60,235.5,46.7,76.7
Reading,3,34,Danbury School District,10,South Street School,2009-10,47,224.6,42.6,59.6
Reading,3,34,Danbury School District,16,Stadley Rough School,2009-10,66,218.3,30.3,45.5
Reading,3,34,Danbury School District,19,Western CT Academy of International Studies,2009-10,66,245.4,62.1,75.8
Reading,3,35,Darien School District,2,Hindley Elementary School,2009-10,91,255.5,79.1,85.7
Reading,3,35,Darien School District,7,Holmes Elementary School,2009-10,80,258.8,75,86.3
Reading,3,35,Darien School District,13,Ox Ridge Elementary School,2009-10,62,268,83.9,95.2
Reading,3,35,Darien School District,5,Royle Elementary School,2009-10,62,266.3,82.3,90.3
Reading,3,35,Darien School District,6,Tokeneke Elementary School,2009-10,65,268.1,87.7,90.8
Reading,3,36,Deep River School District,1,Deep River Elementary School,2009-10,53,242.3,64.2,77.4
Reading,3,37,Derby School District,6,Bradley School,2009-10,49,242.8,51,83.7
Reading,3,37,Derby School District,4,Irving School,2009-10,52,226.3,38.5,65.4
Reading,3,40,East Granby School District,1,Allgrove School,2009-10,82,247.3,62.2,80.5
Reading,3,41,East Haddam School District,1,East Haddam Elementary School,2009-10,85,264.7,80,92.9
Reading,3,42,East Hampton School District,1,Memorial School,2009-10,145,249.5,65.5,75.2
Reading,3,43,East Hartford School District,9,Anna E. Norris School,2009-10,44,210.6,18.2,29.5
Reading,3,43,East Hartford School District,6,Dr. Franklin H. Mayberry School,2009-10,75,206,29.3,42.7
Reading,3,43,East Hartford School District,22,Dr. John A. Langford School,2009-10,64,219,37.5,57.8
Reading,3,43,East Hartford School District,10,Dr. Thomas S. O'Connell School,2009-10,48,217,37.5,52.1
Reading,3,43,East Hartford School District,20,Governor William Pitkin School,2009-10,71,226.8,39.4,60.6
Reading,3,43,East Hartford School District,5,Hockanum School,2009-10,56,201.1,16.1,30.4
Reading,3,43,East Hartford School District,4,Joseph O. Goodwin School,2009-10,54,233.8,51.9,66.7
Reading,3,43,East Hartford School District,18,Robert J. O'Brien School,2009-10,65,199.8,15.4,27.7
Reading,3,43,East Hartford School District,12,Silver Lane School,2009-10,43,208.5,14,46.5
Reading,3,44,East Haven School District,17,Carbone School/East Haven Academy,2009-10,20,260.1,90,95
Reading,3,44,East Haven School District,14,D. C. Moore School,2009-10,30,222.9,40,60
Reading,3,44,East Haven School District,1,Deer Run School,2009-10,41,233.8,53.7,70.7
Reading,3,44,East Haven School District,13,Dominick H. Ferrara School,2009-10,31,222.9,38.7,61.3
Reading,3,44,East Haven School District,10,Grove J. Tuttle School,2009-10,31,208.8,16.1,35.5
Reading,3,44,East Haven School District,7,Momauguin School,2009-10,34,218.5,41.2,50
Reading,3,44,East Haven School District,16,Robert W. Carbone School,2009-10,37,236.7,54.1,73
Reading,3,45,East Lyme School District,1,Flanders School,2009-10,73,243.4,57.5,76.7
Reading,3,45,East Lyme School District,4,Lillie B. Haynes School,2009-10,77,251.3,68.8,84.4
Reading,3,45,East Lyme School District,2,Niantic Center School,2009-10,47,262.2,78.7,91.5
Reading,3,47,East Windsor School District,1,Broad Brook Elementary School,2009-10,104,225.4,45.2,57.7
Reading,3,39,Eastford School District,1,Eastford Elementary School,2009-10,22,264.9,77.3,86.4
Reading,3,46,Easton School District,1,Samuel Staples Elementary School,2009-10,125,266,75.2,89.6
Reading,3,48,Ellington School District,1,Center School,2009-10,67,246.2,64.2,85.1
Reading,3,48,Ellington School District,2,Crystal Lake School,2009-10,39,249.1,74.4,89.7
Reading,3,48,Ellington School District,6,Windermere School,2009-10,92,256.3,71.7,91.3
Reading,3,289,Elm City College Preparatory School,1,Elm City College Preparatory School,2009-10,54,234.9,51.9,77.8
Reading,3,49,Enfield School District,13,Edgar H. Parkman School,2009-10,46,242.7,69.6,82.6
Reading,3,49,Enfield School District,16,Eli Whitney School,2009-10,50,238.5,58,82
Reading,3,49,Enfield School District,2,Enfield Street School,2009-10,43,238.5,53.5,76.7
Reading,3,49,Enfield School District,12,Harriet Beecher Stowe School,2009-10,40,249.4,75,95
Reading,3,49,Enfield School District,4,Hazardville Memorial School,2009-10,42,251.2,69,92.9
Reading,3,49,Enfield School District,18,Henry Barnard School,2009-10,51,237,58.8,72.5
Reading,3,49,Enfield School District,11,Nathan Hale School,2009-10,44,235.2,52.3,79.5
Reading,3,49,Enfield School District,15,Prudence Crandall School,2009-10,53,241.9,66,75.5
Reading,3,49,Enfield School District,17,Thomas G. Alcorn School,2009-10,38,228.2,34.2,57.9
Reading,3,50,Essex School District,1,Essex Elementary School,2009-10,70,259.5,81.4,91.4
Reading,3,51,Fairfield School District,2,Burr Elementary School,2009-10,57,266.4,86,94.7
Reading,3,51,Fairfield School District,1,Dwight Elementary School,2009-10,51,267.1,82.4,90.2
Reading,3,51,Fairfield School District,4,Holland Hill School,2009-10,61,271.4,83.6,98.4
Reading,3,51,Fairfield School District,17,Jennings School,2009-10,64,261.3,71.9,78.1
Reading,3,51,Fairfield School District,6,McKinley School,2009-10,87,225.9,52.9,63.2
Reading,3,51,Fairfield School District,7,Mill Hill School,2009-10,78,259.3,80.8,88.5
Reading,3,51,Fairfield School District,16,North Stratfield School,2009-10,91,257.3,71.4,83.5
Reading,3,51,Fairfield School District,18,Osborn Hill School,2009-10,93,263,78.5,88.2
Reading,3,51,Fairfield School District,12,Riverfield School,2009-10,79,255.7,75.9,89.9
Reading,3,51,Fairfield School District,13,Sherman School,2009-10,85,265.8,76.5,89.4
Reading,3,51,Fairfield School District,14,Stratfield School,2009-10,81,267.5,88.9,92.6
Reading,3,52,Farmington School District,4,East Farms School,2009-10,84,254.8,76.2,86.9
Reading,3,52,Farmington School District,2,Noah Wallace School,2009-10,68,262.5,80.9,91.2
Reading,3,52,Farmington School District,1,Union School,2009-10,59,260.7,76.3,93.2
Reading,3,52,Farmington School District,3,West District School,2009-10,58,283.5,96.6,98.3
Reading,3,53,Franklin School District,1,Franklin Elementary School,2009-10,23,259.1,87,95.7
Reading,3,54,Glastonbury School District,2,Buttonball Lane School,2009-10,88,254.4,73.9,86.4
Reading,3,54,Glastonbury School District,3,Eastbury School,2009-10,57,264.5,78.9,93
Reading,3,54,Glastonbury School District,4,Hebron Avenue School,2009-10,79,262.4,77.2,91.1
Reading,3,54,Glastonbury School District,6,Hopewell School,2009-10,99,264.2,82.8,92.9
Reading,3,54,Glastonbury School District,7,Naubuc School,2009-10,82,244,58.5,72
Reading,3,54,Glastonbury School District,9,Nayaug Elementary School,2009-10,117,265,76.9,92.3
Reading,3,56,Granby School District,4,Kelly Lane Intermediate School,2009-10,80,263.9,82.5,91.3
Reading,3,56,Granby School District,3,Wells Road Intermediate School,2009-10,90,255,80,87.8
Reading,3,57,Greenwich School District,2,Cos Cob School,2009-10,71,254.6,71.8,84.5
Reading,3,57,Greenwich School District,4,Glenville School,2009-10,59,228.4,44.1,64.4
Reading,3,57,Greenwich School District,5,Hamilton Avenue School,2009-10,52,245.9,61.5,76.9
Reading,3,57,Greenwich School District,13,International School At Dundee,2009-10,63,266.1,84.1,90.5
Reading,3,57,Greenwich School District,3,Julian Curtiss School,2009-10,52,259.3,78.8,86.5
Reading,3,57,Greenwich School District,6,New Lebanon School,2009-10,36,239.8,66.7,80.6
Reading,3,57,Greenwich School District,7,North Mianus School,2009-10,81,268.6,87.7,95.1
Reading,3,57,Greenwich School District,8,North Street School,2009-10,79,259.7,77.2,89.9
Reading,3,57,Greenwich School District,9,Old Greenwich School,2009-10,65,263.6,87.7,90.8
Reading,3,57,Greenwich School District,11,Parkway School,2009-10,50,256.9,84,96
Reading,3,57,Greenwich School District,10,Riverside School,2009-10,95,263,82.1,94.7
Reading,3,58,Griswold School District,3,Griswold Elementary School,2009-10,136,231,49.3,66.2
Reading,3,59,Groton School District,20,Catherine Kolnaski Magnet School,2009-10,79,226.1,45.6,60.8
Reading,3,59,Groton School District,18,Charles Barnum School,2009-10,52,240.1,59.6,76.9
Reading,3,59,Groton School District,3,Claude Chester School,2009-10,51,212.5,27.5,49
Reading,3,59,Groton School District,17,Mary Morrisson School,2009-10,34,249,70.6,79.4
Reading,3,59,Groton School District,19,Northeast Academy Elementary School,2009-10,68,261.4,80.9,89.7
Reading,3,59,Groton School District,12,Pleasant Valley School,2009-10,51,222.1,35.3,52.9
Reading,3,59,Groton School District,1,S. B. Butler School,2009-10,41,262.8,70.7,82.9
Reading,3,60,Guilford School District,6,A. W. Cox School,2009-10,57,254.3,66.7,87.7
Reading,3,60,Guilford School District,4,Calvin Leete School,2009-10,65,255.5,70.8,86.2
Reading,3,60,Guilford School District,2,Guilford Lakes School,2009-10,91,256.7,73.6,85.7
Reading,3,60,Guilford School District,3,Melissa Jones School,2009-10,57,257.9,66.7,86
Reading,3,62,Hamden School District,12,Bear Path School,2009-10,54,251.3,66.7,81.5
Reading,3,62,Hamden School District,2,Church Street School,2009-10,52,213.6,32.7,53.8
Reading,3,62,Hamden School District,3,Dunbar Hill School,2009-10,40,215.1,22.5,50
Reading,3,62,Hamden School District,4,Helen Street School,2009-10,35,207.1,25.7,34.3
Reading,3,62,Hamden School District,11,Ridge Hill School,2009-10,34,232.6,38.2,67.6
Reading,3,62,Hamden School District,1,Shepherd Glen School,2009-10,32,224.3,43.8,56.3
Reading,3,62,Hamden School District,10,Spring Glen School,2009-10,37,243.1,62.2,81.1
Reading,3,62,Hamden School District,14,West Woods School,2009-10,73,257.4,78.1,95.9
Reading,3,63,Hampton School District,1,Hampton Elementary School,2009-10,**,**,**,**
Reading,3,64,Hartford School District,1,Americas Choice at SAND,2009-10,39,227.6,43.6,53.8
Reading,3,64,Hartford School District,37,Annie Fisher Montessori Magnet School,2009-10,**,**,**,**
Reading,3,64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,2009-10,55,220.5,34.5,60
Reading,3,64,Hartford School District,4,Batchelder School,2009-10,61,195,14.8,26.2
Reading,3,64,Hartford School District,35,Breakthrough II,2009-10,21,197.9,14.3,28.6
Reading,3,64,Hartford School District,33,Breakthrough Magnet School,2009-10,30,221.5,43.3,66.7
Reading,3,64,Hartford School District,6,Burns Latino Studies Academy,2009-10,63,187.1,7.9,22.2
Reading,3,64,Hartford School District,23,Burr School,2009-10,41,217.5,36.6,58.5
Reading,3,64,Hartford School District,24,Clark School,2009-10,33,237.2,60.6,66.7
Reading,3,64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2009-10,51,197.2,9.8,31.4
Reading,3,64,Hartford School District,9,Hooker School,2009-10,39,227.8,43.6,64.1
Reading,3,64,Hartford School District,10,Kennelly School,2009-10,87,210.3,24.1,43.7
Reading,3,64,Hartford School District,11,Kinsella Magnet School,2009-10,61,233.6,45.9,68.9
Reading,3,64,Hartford School District,8,M. D. Fox ComPACT School,2009-10,90,204.2,22.2,40
Reading,3,64,Hartford School District,16,M. L. King School,2009-10,64,214.4,31.3,42.2
Reading,3,64,Hartford School District,12,McDonough School,2009-10,41,208.3,19.5,39
Reading,3,64,Hartford School District,19,Milner Core Knowledge School,2009-10,41,183.7,9.8,24.4
Reading,3,64,Hartford School District,32,Moylan School,2009-10,62,194.5,11.3,30.6
Reading,3,64,Hartford School District,14,Naylor School,2009-10,67,201.3,16.4,35.8
Reading,3,64,Hartford School District,20,Noah Webster Micro Society School,2009-10,60,235,43.3,58.3
Reading,3,64,Hartford School District,15,Parkville Community School,2009-10,53,231.3,43.4,71.7
Reading,3,64,Hartford School District,30,Sanchez School,2009-10,50,197.5,6,22
Reading,3,64,Hartford School District,17,Sarah J. Rawson Elementary School,2009-10,83,223.6,41,62.7
Reading,3,64,Hartford School District,26,Simpson-Waverly School,2009-10,46,212.6,26.1,54.3
Reading,3,64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2009-10,36,207.5,16.7,36.1
Reading,3,64,Hartford School District,21,West Middle School,2009-10,70,205.8,18.6,41.4
Reading,3,64,Hartford School District,22,Wish School,2009-10,49,210.2,24.5,42.9
Reading,3,65,Hartland School District,1,Hartland School,2009-10,20,269.5,90,90
Reading,3,67,Hebron School District,1,Hebron Elementary School,2009-10,143,261.4,79.7,87.4
Reading,3,286,Highville Charter School District,1,Highville Charter School,2009-10,36,222.4,36.1,61.1
Reading,3,264,Integrated Day Charter School District,1,Integrated Day Charter School,2009-10,32,223.8,40.6,50
Reading,3,261,Jumoke Academy District,1,Jumoke Academy,2009-10,45,226.4,37.8,53.3
Reading,3,68,Kent School District,1,Kent Center School,2009-10,32,245.3,62.5,71.9
Reading,3,69,Killingly School District,1,Killingly Central School,2009-10,96,235.2,54.2,64.6
Reading,3,69,Killingly School District,3,Killingly Memorial School,2009-10,96,239.1,60.4,74
Reading,3,245,Learn,1,Multicultural Magnet School,2009-10,89,241.6,52.8,68.5
Reading,3,71,Lebanon School District,1,Lebanon Elementary School,2009-10,93,235.9,52.7,67.7
Reading,3,72,Ledyard School District,4,Gallup Hill School,2009-10,41,257.1,68.3,82.9
Reading,3,72,Ledyard School District,3,Juliet W. Long School,2009-10,68,256.4,69.1,80.9
Reading,3,72,Ledyard School District,1,Ledyard Center School,2009-10,53,245.8,58.5,83
Reading,3,73,Lisbon School District,1,Lisbon Central School,2009-10,51,238.5,52.9,70.6
Reading,3,74,Litchfield School District,2,Center School,2009-10,78,256.4,70.5,91
Reading,3,76,Madison School District,2,Island Avenue Elementary School,2009-10,74,264.6,79.7,91.9
Reading,3,76,Madison School District,1,J. Milton Jeffrey Elementary School,2009-10,90,261.9,84.4,92.2
Reading,3,76,Madison School District,3,Kathleen H. Ryerson Elementary School,2009-10,68,282.7,91.2,98.5
Reading,3,77,Manchester School District,1,Bowers School,2009-10,54,241.9,59.3,79.6
Reading,3,77,Manchester School District,3,Buckley School,2009-10,51,241.8,66.7,80.4
Reading,3,77,Manchester School District,4,Highland Park School,2009-10,41,239.4,58.5,75.6
Reading,3,77,Manchester School District,6,Keeney School,2009-10,69,241.5,60.9,82.6
Reading,3,77,Manchester School District,16,Martin School,2009-10,37,259.3,64.9,83.8
Reading,3,77,Manchester School District,9,Nathan Hale School,2009-10,49,221.6,42.9,55.1
Reading,3,77,Manchester School District,10,Robertson School,2009-10,39,232.7,46.2,66.7
Reading,3,77,Manchester School District,12,Verplanck School,2009-10,57,219.1,29.8,50.9
Reading,3,77,Manchester School District,13,Waddell School,2009-10,60,234.7,53.3,68.3
Reading,3,77,Manchester School District,14,Washington School,2009-10,65,225.9,41.5,67.7
Reading,3,78,Mansfield School District,4,Annie E. Vinton School,2009-10,50,253,70,86
Reading,3,78,Mansfield School District,2,Dorothy C. Goodwin School,2009-10,32,250.8,65.6,71.9
Reading,3,78,Mansfield School District,5,Southeast Elementary School,2009-10,50,251.8,74,82
Reading,3,79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2009-10,96,265.7,82.3,90.6
Reading,3,80,Meriden School District,1,Benjamin Franklin School,2009-10,45,223.2,35.6,57.8
Reading,3,80,Meriden School District,11,Casimir Pulaski School,2009-10,110,224.2,34.5,63.6
Reading,3,80,Meriden School District,3,Hanover School,2009-10,83,206.6,31.3,39.8
Reading,3,80,Meriden School District,4,Israel Putnam School,2009-10,91,226,36.3,54.9
Reading,3,80,Meriden School District,5,John Barry School,2009-10,66,216.5,28.8,53
Reading,3,80,Meriden School District,7,Nathan Hale School,2009-10,96,217.9,34.4,57.3
Reading,3,80,Meriden School District,8,Roger Sherman School,2009-10,76,219,39.5,50
Reading,3,80,Meriden School District,10,Thomas Hooker School,2009-10,54,242.5,61.1,81.5
Reading,3,83,Middletown School District,2,Bielefield School,2009-10,45,238.5,53.3,71.1
Reading,3,83,Middletown School District,5,Farm Hill School,2009-10,43,238.2,46.5,65.1
Reading,3,83,Middletown School District,13,Lawrence School,2009-10,47,241.2,48.9,72.3
Reading,3,83,Middletown School District,9,MacDonough School,2009-10,31,239.6,41.9,71
Reading,3,83,Middletown School District,12,Moody School,2009-10,83,244.3,53,79.5
Reading,3,83,Middletown School District,11,Snow School,2009-10,51,241.2,52.9,68.6
Reading,3,83,Middletown School District,1,Spencer School,2009-10,60,230.5,45,66.7
Reading,3,83,Middletown School District,14,Wesley School,2009-10,54,235.9,51.9,68.5
Reading,3,84,Milford School District,1,Calf Pen Meadow School,2009-10,56,249.6,69.6,80.4
Reading,3,84,Milford School District,19,J. F. Kennedy School,2009-10,60,223.6,36.7,58.3
Reading,3,84,Milford School District,16,Live Oaks School,2009-10,53,247.5,69.8,83
Reading,3,84,Milford School District,17,Mathewson School,2009-10,99,257.1,74.7,85.9
Reading,3,84,Milford School District,7,Meadowside School,2009-10,58,252.3,69,84.5
Reading,3,84,Milford School District,8,Orange Avenue School,2009-10,82,242.2,64.6,79.3
Reading,3,84,Milford School District,18,Orchard Hills School,2009-10,64,231.9,53.1,60.9
Reading,3,84,Milford School District,10,Pumpkin Delight School,2009-10,35,247.2,71.4,82.9
Reading,3,84,Milford School District,14,Simon Lake School,2009-10,43,241.4,62.8,76.7
Reading,3,85,Monroe School District,5,Fawn Hollow Elementary School,2009-10,120,256.2,77.5,90.8
Reading,3,85,Monroe School District,1,Monroe Elementary School,2009-10,63,271.5,87.3,95.2
Reading,3,85,Monroe School District,3,Stepney Elementary School,2009-10,75,251.2,73.3,84
Reading,3,86,Montville School District,7,Dr. Charles E. Murphy School,2009-10,71,241.6,57.7,71.8
Reading,3,86,Montville School District,1,Mohegan School,2009-10,63,245.6,54,81
Reading,3,86,Montville School District,5,Oakdale School,2009-10,63,240.6,50.8,73
Reading,3,88,Naugatuck School District,8,Andrew Avenue School,2009-10,54,230.4,51.9,68.5
Reading,3,88,Naugatuck School District,1,Central Avenue School,2009-10,57,221.4,40.4,61.4
Reading,3,88,Naugatuck School District,5,Hop Brook Elementary School,2009-10,64,230.3,50,65.6
Reading,3,88,Naugatuck School District,3,Maple Hill School,2009-10,82,227.2,43.9,68.3
Reading,3,88,Naugatuck School District,6,Salem School,2009-10,50,227.3,44,64
Reading,3,88,Naugatuck School District,7,Western School,2009-10,42,213.9,38.1,47.6
Reading,3,280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2009-10,40,209.3,25,45
Reading,3,89,New Britain School District,3,Chamberlain School,2009-10,94,195.3,14.9,34
Reading,3,89,New Britain School District,11,Diloreto Magnet School,2009-10,84,197.1,16.7,23.8
Reading,3,89,New Britain School District,5,Gaffney School,2009-10,43,201.4,20.9,23.3
Reading,3,89,New Britain School District,6,Holmes School,2009-10,73,194.5,19.2,28.8
Reading,3,89,New Britain School District,7,Jefferson School,2009-10,62,201.4,24.2,33.9
Reading,3,89,New Britain School District,8,Lincoln School,2009-10,113,201.3,21.2,42.5
Reading,3,89,New Britain School District,9,Northend School,2009-10,44,200.1,4.5,22.7
Reading,3,89,New Britain School District,12,Smalley Academy,2009-10,59,217.5,25.4,47.5
Reading,3,89,New Britain School District,13,Smith School,2009-10,84,200.3,20.2,35.7
Reading,3,89,New Britain School District,15,Vance School,2009-10,84,214.6,34.5,48.8
Reading,3,90,New Canaan School District,4,East School,2009-10,114,278.8,92.1,100
Reading,3,90,New Canaan School District,2,South School,2009-10,98,269.6,84.7,90.8
Reading,3,90,New Canaan School District,3,West School,2009-10,77,282.2,97.4,100
Reading,3,91,New Fairfield School District,2,Meeting House Hill School,2009-10,205,244.4,65.4,78.5
Reading,3,92,New Hartford School District,3,Ann Antolini School,2009-10,86,267.9,84.9,94.2
Reading,3,93,New Haven School District,15,Augusta Lewis Troup School,2009-10,87,197.4,14.9,26.4
Reading,3,93,New Haven School District,2,Barnard Environmental Magnet School,2009-10,53,203.1,9.4,37.7
Reading,3,93,New Haven School District,3,Beecher School,2009-10,42,196.8,14.3,19
Reading,3,93,New Haven School District,18,Benjamin Jepson Magnet School,2009-10,50,203.5,32,42
Reading,3,93,New Haven School District,43,Bishop Woods School,2009-10,42,216.2,33.3,50
Reading,3,93,New Haven School District,48,Celentano School,2009-10,40,218.2,32.5,60
Reading,3,93,New Haven School District,41,Christopher Columbus Academy,2009-10,44,197.7,15.9,20.5
Reading,3,93,New Haven School District,42,Clemente Leadership Academy,2009-10,43,199.6,7,25.6
Reading,3,93,New Haven School District,6,Clinton Avenue School,2009-10,53,193,9.4,34
Reading,3,93,New Haven School District,31,Conte/West Hills Magnet School,2009-10,68,224.5,41.2,54.4
Reading,3,93,New Haven School District,9,Davis 21st Century Magnet Elementary School,2009-10,47,240,48.9,72.3
Reading,3,93,New Haven School District,46,East Rock Community Magnet School,2009-10,46,206.3,17.4,34.8
Reading,3,93,New Haven School District,12,Edgewood School,2009-10,49,231.3,44.9,67.3
Reading,3,93,New Haven School District,16,Fair Haven School,2009-10,68,200.9,20.6,33.8
Reading,3,93,New Haven School District,7,Hill Central Music Academy,2009-10,35,186.6,5.7,14.3
Reading,3,93,New Haven School District,13,John C. Daniels,2009-10,44,206.2,22.7,43.2
Reading,3,93,New Haven School District,8,John S. Martinez School,2009-10,85,199.5,14.1,28.2
Reading,3,93,New Haven School District,4,Katherine Brennan School,2009-10,33,188.3,12.1,21.2
Reading,3,93,New Haven School District,30,King/Robinson Magnet School,2009-10,52,225.9,32.7,57.7
Reading,3,93,New Haven School District,20,Lincoln-Bassett School,2009-10,35,206.1,14.3,45.7
Reading,3,93,New Haven School District,19,Mauro-Sheridan Magnet School,2009-10,45,222.4,40,55.6
Reading,3,93,New Haven School District,49,Microsociety Magnet School,2009-10,24,199.2,16.7,25
Reading,3,93,New Haven School District,14,Nathan Hale School,2009-10,61,230,41,63.9
Reading,3,93,New Haven School District,10,Ross/Woodward School,2009-10,53,203.2,15.1,30.2
Reading,3,93,New Haven School District,29,Truman School,2009-10,34,193.4,2.9,20.6
Reading,3,93,New Haven School District,32,Wexler/Grant Community School,2009-10,39,195,12.8,28.2
Reading,3,93,New Haven School District,38,Worthington Hooker School,2009-10,42,277.1,97.6,100
Reading,3,95,New London School District,2,Harbor School,2009-10,47,220.4,27.7,55.3
Reading,3,95,New London School District,3,Jennings School,2009-10,82,209.3,26.8,39
Reading,3,95,New London School District,9,Nathan Hale School,2009-10,43,224.5,34.9,53.5
Reading,3,95,New London School District,5,Shoreline Academy,2009-10,**,**,**,**
Reading,3,95,New London School District,8,Winthrop School,2009-10,23,194.5,26.1,30.4
Reading,3,96,New Milford School District,5,Hill And Plain School,2009-10,88,248.1,61.4,87.5
Reading,3,96,New Milford School District,7,John Pettibone School,2009-10,84,253.2,75,81
Reading,3,96,New Milford School District,8,Northville Elementary School,2009-10,105,253,80,87.6
Reading,3,94,Newington School District,6,Anna Reynolds School,2009-10,72,254.3,73.6,84.7
Reading,3,94,Newington School District,2,Elizabeth Green School,2009-10,60,237,56.7,71.7
Reading,3,94,Newington School District,8,John Paterson School,2009-10,95,259.3,82.1,92.6
Reading,3,94,Newington School District,7,Ruth Chaffee School,2009-10,66,262.6,80.3,92.4
Reading,3,97,Newtown School District,1,Hawley Elementary School,2009-10,95,249.7,71.6,87.4
Reading,3,97,Newtown School District,4,Head O'Meadow Elementary School,2009-10,77,262.2,79.2,94.8
Reading,3,97,Newtown School District,3,Middle Gate Elementary School,2009-10,99,255.1,71.7,87.9
Reading,3,97,Newtown School District,2,Sandy Hook Elementary School,2009-10,134,278.8,88.1,94.8
Reading,3,98,Norfolk School District,1,Botelle Elementary School,2009-10,25,243.5,64,72
Reading,3,99,North Branford School District,4,Jerome Harrison School,2009-10,91,249.7,76.9,82.4
Reading,3,99,North Branford School District,6,Totoket Valley Elementary School,2009-10,73,239.6,58.9,75.3
Reading,3,100,North Canaan School District,1,North Canaan Elementary School,2009-10,39,231.3,43.6,69.2
Reading,3,101,North Haven School District,8,Clintonville Elementary School,2009-10,66,228,42.4,63.6
Reading,3,101,North Haven School District,7,Green Acres Elementary School,2009-10,52,258.6,78.8,92.3
Reading,3,101,North Haven School District,2,Montowese Elementary School,2009-10,49,245.1,61.2,79.6
Reading,3,101,North Haven School District,3,Ridge Road Elementary School,2009-10,66,262.5,77.3,89.4
Reading,3,102,North Stonington School District,1,North Stonington Elementary School,2009-10,50,249.4,72,78
Reading,3,103,Norwalk School District,2,Brookside Elementary School,2009-10,66,224.6,47,69.7
Reading,3,103,Norwalk School District,3,Columbus Magnet School,2009-10,56,234.8,55.4,69.6
Reading,3,103,Norwalk School District,4,Cranbury Elementary School,2009-10,59,248.6,64.4,83.1
Reading,3,103,Norwalk School District,20,Fox Run Elementary School,2009-10,71,230.6,49.3,62
Reading,3,103,Norwalk School District,7,Jefferson Magnet School,2009-10,76,232.9,50,72.4
Reading,3,103,Norwalk School District,8,Kendall Elementary School,2009-10,78,245.3,61.5,76.9
Reading,3,103,Norwalk School District,22,Marvin Elementary School,2009-10,69,228.9,36.2,65.2
Reading,3,103,Norwalk School District,21,Naramake Elementary School,2009-10,62,231.9,50,64.5
Reading,3,103,Norwalk School District,13,Rowayton School,2009-10,59,248.2,67.8,72.9
Reading,3,103,Norwalk School District,23,Silvermine Elementary School,2009-10,49,228.9,49,67.3
Reading,3,103,Norwalk School District,14,Tracey School,2009-10,44,224.1,38.6,59.1
Reading,3,103,Norwalk School District,24,Wolfpit School,2009-10,56,227.3,44.6,58.9
Reading,3,104,Norwich School District,1,Bishop School,2009-10,27,223.4,44.4,63
Reading,3,104,Norwich School District,6,Greeneville School,2009-10,52,224.4,42.3,63.5
Reading,3,104,Norwich School District,14,John B. Stanton School,2009-10,42,216.5,35.7,57.1
Reading,3,104,Norwich School District,20,John M. Moriarty School,2009-10,53,221.2,37.7,54.7
Reading,3,104,Norwich School District,8,Samuel Huntington School,2009-10,62,229.4,46.8,62.9
Reading,3,104,Norwich School District,17,Thomas W. Mahan School,2009-10,36,231.5,41.7,63.9
Reading,3,104,Norwich School District,19,Uncas School,2009-10,21,218.5,47.6,66.7
Reading,3,104,Norwich School District,18,Veterans' Memorial School,2009-10,29,230,55.2,65.5
Reading,3,104,Norwich School District,15,Wequonnoc School,2009-10,32,223.7,37.5,56.3
Reading,3,106,Old Saybrook School District,2,Kathleen E. Goodwin School,2009-10,99,264.1,81.8,93.9
Reading,3,107,Orange School District,5,Peck Place School,2009-10,65,262.9,81.5,93.8
Reading,3,107,Orange School District,3,Race Brook School,2009-10,56,257.5,76.8,87.5
Reading,3,107,Orange School District,4,Turkey Hill School,2009-10,57,268.8,84.2,87.7
Reading,3,108,Oxford School District,1,Oxford Center School,2009-10,177,247.8,67.8,83.1
Reading,3,109,Plainfield School District,1,Moosup Elementary School,2009-10,96,238.4,51,74
Reading,3,109,Plainfield School District,4,Shepard Hill Elementary School,2009-10,102,229.7,48,68.6
Reading,3,110,Plainville School District,4,Frank T. Wheeler School,2009-10,45,248.9,66.7,80
Reading,3,110,Plainville School District,2,Linden Street School,2009-10,73,246.9,64.4,76.7
Reading,3,110,Plainville School District,5,Louis Toffolon School,2009-10,53,244.7,60.4,79.2
